loss,val_loss,accuracy,val_accuracy
2.417451431731547,2.383304738998413,0.10027548209366391,0.09090909090909091
2.293356972161075,1.9675635633389812,0.17630853994490356,0.3239669421487603
1.7864814720863154,1.3716216300144668,0.40165289256198344,0.6297520661157024
1.3024592740476624,0.8875637267246719,0.6038567493112947,0.7636363636363637
0.9043829257166418,0.6407075879002405,0.7206611570247933,0.8066115702479338
0.7023042838435528,0.5115457844143071,0.7840220385674931,0.8462809917355372
0.6192548921613982,0.42464857175330484,0.8044077134986225,0.859504132231405
0.5413608048080413,0.3525093472200977,0.8269972451790633,0.8793388429752066
0.48830108071161693,0.31137372068137176,0.8330578512396694,0.8991735537190082
0.42712993662876203,0.2751789398676108,0.8589531680440771,0.912396694214876
0.40463654113209935,0.24883918111974543,0.8710743801652892,0.9140495867768594
0.35094586873514266,0.2735641673084133,0.8831955922865014,0.9041322314049587
0.3330179536309781,0.19289915480396963,0.8914600550964187,0.9454545454545454
0.31067110910888546,0.23505034161008093,0.8975206611570247,0.915702479338843
0.2874476394541664,0.19091999621923306,0.9112947658402203,0.9355371900826446
0.2749932624420187,0.175645199516588,0.9112947658402203,0.9421487603305785
0.2661043094373603,0.17767688843829574,0.9079889807162533,0.9388429752066115
0.25726960092865075,0.1999829937603848,0.9168044077134986,0.9239669421487603
0.25409882058782024,0.16827270037625447,0.9129476584022038,0.943801652892562
0.2359112377173316,0.14459154849702663,0.9300275482093663,0.9504132231404958
0.2062829544475256,0.1802594665160849,0.9349862258953168,0.9388429752066115
0.2253640908511874,0.17307029760573522,0.9294765840220385,0.9338842975206612
0.2188582171093334,0.1889374724350685,0.9278236914600551,0.9454545454545454
0.20305141993790618,0.15912468566382226,0.931129476584022,0.9404958677685951
0.22338369702176286,0.12348958278490492,0.9234159779614324,0.9504132231404958
0.18448858881784866,0.1420327917972872,0.940495867768595,0.9603305785123967
0.17407592794455115,0.11361673232937647,0.9355371900826446,0.9553719008264463
0.16200191262011357,0.12825902799560018,0.952617079889807,0.9553719008264463
0.16779637280902915,0.11531231831297402,0.9460055096418732,0.9586776859504132
0.16153132037026166,0.14141751159567478,0.9438016528925619,0.943801652892562
0.1496525580807494,0.10587321505073674,0.9476584022038567,0.9619834710743801
0.11700669437154265,0.09665424800978219,0.9619834710743801,0.9636363636363636
0.14454960521751856,0.11822418719530106,0.9509641873278236,0.9619834710743801
0.13764420381590683,0.09729781742554065,0.9581267217630853,0.968595041322314
0.11452172870847804,0.07739238152819232,0.9608815426997245,0.9702479338842975
0.12098741303339149,0.1112590206802384,0.9581267217630853,0.9669421487603306
0.12032350153141443,0.10939286095051726,0.9614325068870523,0.9520661157024793
0.1308866121388007,0.0854746880486977,0.9509641873278236,0.968595041322314
0.1223011517163479,0.07461086564566478,0.9586776859504131,0.9735537190082645
0.11962900720844584,0.1386833946320636,0.959228650137741,0.9537190082644628
0.13308604712246536,0.08772782549600709,0.9504132231404958,0.9702479338842975
0.10425860130589856,0.0925209360674393,0.9630853994490357,0.9636363636363636
0.1293597004548249,0.07893247587129104,0.9515151515151514,0.971900826446281
0.09736227079528094,0.06865943318063562,0.9658402203856749,0.9768595041322313
0.09247872330782006,0.08958101750713242,0.965289256198347,0.9619834710743801
0.10097304035398914,0.0672377367958057,0.9619834710743801,0.9768595041322313
0.07944641258393109,0.09286925725115479,0.9741046831955922,0.968595041322314
0.09058693514382543,0.06695206658529841,0.9741046831955922,0.9702479338842975
0.08744348612698642,0.0759218345311555,0.971900826446281,0.968595041322314
0.10095728848016623,0.0847632315871883,0.9702479338842974,0.9702479338842975
